negative	!
negative	! 다녹아서 왓어요 .. 짜증
negative	!!!!!!!!!!!!!
negative	!!!!이게뭐야?진짜이게뭐야?리뷰보고구매했는데!나원참!
negative	"싼 게 비지떡".200ml라고 판매하는데 내가 보기엔 절대 이거 100ml도 안된다.뚜껑 열다가 손톱 부러지고,향기는 에프킬라..구매후기 잘 안쓰는데 이건 진짜 최악이다.
negative	"축 결혼"이라는 리본도 없고 화환 하나에 두사람 이름만 있는 걸 보니까 화가 났습니다. 근처에 화환 몇개 놓을 자리도 있었는데?
negative	"가죽 검정"이라는 상품명에서 누구나 알 수 있 듯 인조가죽 느낌의 재질입니다. 비닐에 가까운 재질이라 진짜 인조가죽이라도 저렴한 소재일 것 같습니다. 이 가격에 사는 사람은 소재에 대한 기대는 없을 테지만 참고하시기 바랍니다.패드 뒷 면은 전면이 양면 테이프로 부착되어 있으며 그대로 신발에 접착시키는 방식입니다. 하지만 양면 테이프가 강해보이지 않습니다. 신발이 조금만 고급이라도 주문하지 마세요. 패드야 며칠 못쓰고 떨어지는 건 참을 수 있지만 신발 안감이 상할 것 같은 느낌의 양면 테이프입니다. 일단 부착 후 3일간은 신지 않을 예정이며 매일 신는 신발도 아니기에 생각보다 오래 쓸 수도 있겠지만 다시 구매할 생각은 없습니다.
negative	"루피 아니야" 우리 아이 말이에요 ㅠㅠ 루피 좋아하는 우리 아이, 항상 껴안고 다녀 많이 헤졌어요. 그래서 최저가 판매처에서 두 개 더 구매했는데 기존에 샀던 두 개랑은 다른 디자인이네요. 얼굴은 이쁘지만, 전체적으로 별로인걸요? 왜 이리 뚱뚱하고 앉아 있는지... 몸을 안아야 하는데 앉아 있으니 안고 다니기 불편해요. 그냥 전시용인가봐요. 우리 애는 새로 산 루피는 그냥 던져버리고, 때 타고 찢어지고 다 헤진 예전 루피만 갖고 노네요. 미미월드라고 적혀는 있어요. 판매처엔 3기라고 적혀 있긴한데, 다른 판매자들 3기 상품이랑도 다른 모양이라 다들 정품인지도 의심스럽네요.
negative	"비싸~~~~요" 라고 후기를 남기네요
negative	"화이트"로 구매했는데...왜 다른제품으로 오죠? 외국에서 배송받지않았다면...당장 반품인데~~~
negative	"화이트"로 구매했는데...다른 제품으로 배송되어왔어요!!여기가 외국이 아니라면...당장 반품인데~~~
negative	# 중간. 무난. 애매함 간단히 입을 바람막이 생각하며 구매하였는데 음... 기대했던 것과는 많이 다르네요. 색상이 어두워서 그런 것 같기도 하지만 예쁘진 않습니다. 집근처 돌아다닐때만 입을 것 같아요. 반품할까하다가 배보다 배꼽이 커질까 그냥 집에서 입기로 했습니다. 사이즈는 100입는데 외투라 그런지 조금 큽니다. 크게 입으실거면 상관없을것 같네요. 다른제품은 모르겠으나 요건 개인적으론 비추합니다.그래도 편하긴 하네요.
negative	%^^×? ×^×&#*,>,;//×&>>*(*^%=÷#~^&,*)
negative	'0-'] -0] - '- -0o -
negative	'KF 94 이지숨 마스크'인줄 알고 저렴하여 구매했는데 배송된 것은 완전히 다릅니다. 중국의 'KAYLEINSTER' 회사 제품이며, 3층막으로 된 '비의료'용 입니다. 대충 가격으로 봐서 그런줄 알고 샀으니 '구매확정'은 했습니다. 쓰느냐 안 쓰느냐그것이 문제입니다!
negative	'듀퐁 골드' 구매했는데.. 골드가 아니라 X색이네요. ㅠ.ㅠ 사진으로만 봤을땐 약간의 광택이 있고 화려하리라생각했는데.. 그렇지 않고 완전 텁텁한 X색... 이사하고 나서 집들이 손님 맞이용으로 구매한거라 교환할 시간도 없고 해서 그냥 달았습니다. 커튼설치는 신랑이 한거라서 쉽게 했고요. 다른분 리플과는 달리 부품은 여분으로 많이 주셔서 남았습니다. 여분으로 여러개 온 것도 모르고 커튼 봉에 죄다 넣어놔서 놀고 있는 부품들이 있네요. 다시 달려고하니 신랑이 귀찮아해서 포기.. --; 암막 커튼으로서의 기능은 확실하네요. 한낮에도 햇빛 하나 안들어오네요. ㅋ 너무 어두워서 낮엔 속커튼만쳐놓고 있어요. 커튼 천도 두꺼워서 바람막이 역할도 확실히 하네요. 참고로 사실 때 가로x세로 길이 확실히 보시고 사시길.. 전 가로 길이만 생각하고 세로 길이를 미처 생각 못했거든요. 달고 보니 많이 모자라네요. 이런 실수 저만 하는건가..? ^^;
negative	'배송 빠르고 가격 저렴해서 좋은데 벨트 고리가 기존 거와 반대라 불편하네요'라고 처음 리뷰를 달았는데 실제 사용해보니 아주 많이, 정말 많이 불편하네요. 왼손잡이면 편할 지 모르겠지만.- 아무리 생각해도 이건 불량품인 것같네요.: 비록 돈은 얼마 되지 않지만 처음 제품을 반품했어야 했다는 생각과 이건 정말 아니다라는 후기를 달았어야 했다는 생각이 드네요. 그것도 많이.
negative	'상품 준비중'이면 결제 취소 가능한것 아닌가요? 확인 후에 취소 한건데 '판매자 취소 거부'?로 배송이 되었네요. 작은 금액이지만 기분은 좋지않군요
negative	'비타500' 100개(=10개 × 10박스)를 주문해서 주변사람들에게 선물로 나눠주려고 했는데.. 2개가 깨져서 모든 박스가 다 젖었습니다. 이 상태로는 선물도 못하는데.. 참 아쉽네요..
negative	'아기가 자고 있어요' 사은품은 누락되어 왔네요 ㅡㅡ
negative	((((( ((((((
negative	(;';'(;';'' /;*.';'(.';''(;=♤<=♤>☆>%☆>\☆>%☆>%☆>%☆>%☆>\□○※￡●《￡$《￥$《￡●※￡$《￡$￡$《￥$《￡●《￡$《￡●《《$《《￡《￡$《《
negative	(NEW)하수구냄새차단트랩 하수구/싱크대/세면대/세탁기 냄새차단!! 하수구트랩 싱크대배수구 씽크대배수구 냄새는 어느정도 차단되는 듯하나.. 작은 날파리들은 올라오네요 --
negative	(수정) 자석처럼 짝 달라 붙는 정도는 아니어도 고정될 만큼 붙네요. 신기헙니다. 케이스 낀 상태로 거치할 수 있어서 좋아요 -> 붙일때 신경써야하고 신경 안쓰면 떨어집니다. 시간 지나서 먼지 붙고나니 붙지도 않네요. 매번 닦아서 쓸수고 없고.. 편하려고 산 거치댄데.. 결국 자석형을 하나 더 샀습니다.
negative	(지극히 개인적인 후기) 색은 차콜로 했지만 갈색이 나오는거 같고 이건 사람 피부색에 따라 다를거같고 저는 괜찮아서 색은 참 마음에 드는데 아무리 유분기가 있게 해서그려주어도 눈썹이 있는 살(피부)만 아프지 정말 잘 그려지지않아요ㅜㅜ제가 똥손이어서 그런거라 생각하려했는데 아니에요ㅠㅠㅠㅠ진짜 그리고 싶어도 잘 안나와서 못그려요ㅠㅠ 꾹꾹 눌러서 그려주면 나오기야 나오는데 피부가 너무 아파서... 후ㅠㅠ삐아 다른색조화장품이나 아이라이너쪽은 너무 만족해서 이것 또한기대하고 구매한거였는데 그냥 갈색 색연필로 쓰려구요ㅠㅠ허허..
negative	(착용전)제가 구매한 스타킹 엄청 보들보들하고살 비침이 거의 없어서 완젼 좋아요~~!! (착용후 수정후기)스타킹이 줄줄 내려가서 골반에 간당간당 걸쳐있어요..후..덜 쫀쫀하다는거겠죠?하루종일 스타킹 올리느라 엄청 신경쓰였네요ㅠ
negative	(사용전)이십년 이상 사용중인 오랄비 전동칫솔. 전동칫솔은 오랄비가 가장 만족스럽습니다. 기존에 쓰던게 낡아서 새로 구입했는데 금번 제품이 가성비 갑인듯. (사용후) 기존 부가기능이 많은 고사양 제품 사용중 항상 기본 기능만 사용해서 기본형만 장착된 실속형 제품을 구입했는데 뭔가 그간 사용하던 제품의 품질이 아닌것 같습니다. 혹시 생산원가 절감을 위해 무엇을 하셨나요? 사진은 왼쪽이 기존에 사용하던 충전기, 오른쪽이 새로 구입한 충전기 입니다. 바닥 스토퍼 기능을 하는 까만색 부품이 없어져 세면대 위에서 춤을 추네요. 전기선도 조금더 길게 생산하면 안되나요? 너무 짧아서 설치 장소가 제한적입니다.
negative	(예전리뷰 다시 수정합니다.) 산지 일주일도 안돼서 20cm높이쯤에서 놓치게 됐는데 금갔어요 바닥에 떨어뜨린것도 아니고 차안에서요. 여기 리뷰수 많은 이유는 모두 1+1 이벤트때문이네요 강화유리커버 여러곳꺼 써봤지만 이렇게 고가이면서 단번에 망가지는건 처음이에요 품질에 대해 온갖 내용으로 광고해서 믿고 샀는데 정말 실망하고 다시는 여기서 안사요.딱 사기당한기분.
negative	(광목패치 퍼플.블루; 화면색상과 달라도 너무나 다르고 선명하지않고 빛바랜 색상이네요.. 커버두께는 몇번 빨면 다 헤질듯이 얇고 요즘 솜도 압축으로보내던데 통으로보내서 두께가;;
negative	(안감처리) 속주머니가 안되있네요.ㅠㅠ
